ID1,ID2,EdgeType,Score,Annotation
674,678,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9739
675,740,MS1 annotation,3,[M+K]+ [M+Na]+ dm/z=15.9739
675,776,MS1 annotation,3,[M+K]+ [2M+Na]+ dm/z=235.9102
675,769,MS1 annotation,2,[M-2H2O+H]+ [2M+K]+ dm/z=317.8731
676,696,MS1 annotation,3,[M+K]+ [2M+Na]+ dm/z=639.7434
676,695,MS1 annotation,2,[M-2H2O+H]+ [2M+K]+ dm/z=721.7067
686,714,MS1 annotation,3,[M+K]+ [M+Na]+ dm/z=15.9739
688,696,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9739
691,703,MS1 annotation,4,[M+K]+ [2M+Na]+ dm/z=403.8325
694,695,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9739
696,775,MS1 annotation,3,[M-2H2O+H]+ [2M+K]+ dm/z=401.8344
696,702,MS1 annotation,3,[M+K]+ [2M+Na]+ dm/z=319.8712
698,702,MS1 annotation,3,[M+K]+ [M+Na]+ dm/z=15.9739
698,771,MS1 annotation,2,[M+K]+ [2M+Na]+ dm/z=151.9484
699,727,MS1 annotation,4,[2M+K]+ [M+Na]+ dm/z=435.7804
699,703,MS1 annotation,4,[M+K]+ [M+Na]+ dm/z=15.9739
704,747,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9739
707,735,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9740
707,775,MS1 annotation,2,[M+K]+ [2M+Na]+ dm/z=237.9078
707,783,MS1 annotation,2,[M-2H2O+H]+ [2M+K]+ dm/z=319.8707
709,749,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9735
721,734,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9732
721,755,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9761
724,725,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9731
729,738,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9760
731,782,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9746
731,759,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9740
737,751,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9719
738,795,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9739
739,754,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9742
743,776,MS1 annotation,3,[M+K]+ [M+Na]+ dm/z=15.9739
744,753,MS1 annotation,3,[2M+Na]+ [M-2H2O+H]+ dm/z=541.9013
744,754,MS1 annotation,3,[2M+K]+ [M-2H2O+H]+ dm/z=557.8767
744,772,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9741
746,766,MS1 annotation,3,[2M+Na]+ [M-2H2O+H]+ dm/z=693.8503
746,767,MS1 annotation,3,[2M+K]+ [M-2H2O+H]+ dm/z=709.8240
746,785,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9737
748,749,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9730
750,751,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9724
752,796,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9755
752,805,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9714
753,774,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9739
753,754,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9754
757,758,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9737
758,759,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9740
761,762,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9745
762,768,MS1 annotation,2,[M-2H2O+H]+ [2M+Na]+ dm/z=641.8369
763,764,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9739
764,765,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9740
766,767,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9737
778,791,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9737
792,798,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9735
819,820,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9739
824,842,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9740
833,843,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9739
837,1094,MS1 annotation,3,[2M+Na]+ [M+K]+ dm/z=214.0088
848,850,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9739
864,869,MS1 annotation,3,[M+Na]+ [M+K]+ dm/z=15.9739
864,873,MS1 annotation,3,[2M+2H]+2 [M+K]+ dm/z=37.9560
869,873,MS1 annotation,3,[2M+2H]+2 [M+Na]+ dm/z=21.9821
869,875,MS1 annotation,3,[2M+2H]+2 [M+K]+ dm/z=37.9558
873,875,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9737
875,891,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.9816
875,891,MS1 annotation,3,[M+Na]+ [2M+2H]+2 dm/z=21.9816
902,908,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9739
916,920,MS1 annotation,2,[2M+2H]+2 [M+Na]+ dm/z=21.9821
920,922,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9738
927,937,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.9818
940,950,MS1 annotation,3,[2M+K]+ [M+Na]+ dm/z=346.0212
940,948,MS1 annotation,3,[2M+H]+ [M+Na]+ dm/z=308.0662
947,948,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9739
948,949,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.9809
948,950,MS1 annotation,3,[M+K]+ [M+H]+ dm/z=37.9550
948,949,MS1 annotation,3,[M+Na]+ [2M+2H]+2 dm/z=21.9809
948,950,MS1 annotation,3,[M+K]+ [2M+2H]+2 dm/z=37.9550
949,950,MS1 annotation,3,[M+K]+ [M+Na]+ dm/z=15.9741
950,952,MS1 annotation,3,[M+K]+ [M+H]+ dm/z=37.9556
950,951,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.9816
950,952,MS1 annotation,3,[M+K]+ [2M+2H]+2 dm/z=37.9556
950,951,MS1 annotation,3,[M+Na]+ [2M+2H]+2 dm/z=21.9816
951,952,MS1 annotation,3,[M+K]+ [M+Na]+ dm/z=15.9740
979,1052,MS1 annotation,3,[M+H]+ [M+Na]+ dm/z=21.9815
979,1007,MS1 annotation,3,[M+K]+ [M+Na]+ dm/z=15.9737
979,993,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.9818
979,988,MS1 annotation,3,[M+K]+ [M+H]+ dm/z=37.9556
979,993,MS1 annotation,3,[M+Na]+ [2M+2H]+2 dm/z=21.9818
979,988,MS1 annotation,3,[M+K]+ [2M+2H]+2 dm/z=37.9556
983,1080,MS1 annotation,2,[2M+H]+ [M+K]+ dm/z=214.0088
986,1010,MS1 annotation,3,[M+K]+ [M+Na]+ dm/z=15.9741
986,1053,MS1 annotation,3,[2M+2H]+2 [M+Na]+ dm/z=21.9820
988,1045,MS1 annotation,3,[M+K]+ [M+Na]+ dm/z=15.9739
988,1007,MS1 annotation,3,[M+H]+ [M+Na]+ dm/z=21.9819
990,1094,MS1 annotation,4,[M+2H]+2 [M+Na]+ dm/z=503.9297
990,992,MS1 annotation,4,[2M+2H]+2 [M+Na]+ dm/z=21.9822
992,1028,MS1 annotation,4,[M+K]+ [M+H]+ dm/z=37.9559
992,1028,MS1 annotation,4,[M+K]+ [2M+2H]+2 dm/z=37.9559
1004,1016,MS1 annotation,2,[2M+2H]+2 [M+Na]+ dm/z=21.9824
1006,1066,MS1 annotation,3,[M+K]+ [M+Na]+ dm/z=15.9736
1007,1045,MS1 annotation,3,[M+K]+ [M+H]+ dm/z=37.9558
1007,1052,MS1 annotation,3,[M+H]+ [M+K]+ dm/z=37.9551
1008,1040,MS1 annotation,6,[2M+H]+ [M+K]+ dm/z=459.9653
1008,1054,MS1 annotation,6,[M+Na]+ [M+K]+ dm/z=15.9739
1008,1075,MS1 annotation,6,[2M+Na]+ [M+K]+ dm/z=481.9473
1008,1067,MS1 annotation,6,[2M+2H]+2 [M+K]+ dm/z=37.9560
1010,1053,MS1 annotation,3,[2M+2H]+2 [M+K]+ dm/z=37.9560
1014,1094,MS1 annotation,3,[2M+Na]+ [M-H2O+K]+ dm/z=232.0194
1019,1020,MS1 annotation,2,[M+H]+ [M+K]+ dm/z=37.9558
1022,1067,MS1 annotation,6,[M+H]+ [2M+K]+ dm/z=535.8771
1028,1094,MS1 annotation,4,[M+2H]+2 [M+K]+ dm/z=519.9033
1042,1066,MS1 annotation,3,[M+K]+ [M+H]+ dm/z=37.9557
1042,1056,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9739
1054,1067,MS1 annotation,6,[2M+2H]+2 [M+Na]+ dm/z=21.9821
1059,1153,MS1 annotation,3,[2M+2H]+2 [M+K]+ dm/z=37.9556
1067,1075,MS1 annotation,6,[2M+Na]+ [M+H]+ dm/z=519.9033
1080,1141,MS1 annotation,3,[2M+2H]+2 [M+K]+ dm/z=37.9558
